1,"is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller "
0,"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . "
0,surely read the catcher in the rye but clearly suffers from dyslexia 
0,random glass-shattering 
1,filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting 
1,delicate ambiguity 
0,of corny dialogue and preposterous moments 
1,filmed directly 
0,in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react 
1,a funny yet dark and seedy clash 
1,"retrospectively , his most personal work yet . "
0,gawky actor 
0,the story is bogus 
1,a wonderful tale of love and destiny 
1,of impressive talent 
0,'s no good answer to that one . 
1,tells its poignant and uplifting story in a stunning fusion of music and images . 
0,vapid and 
1,clearly evident quality 
1,"who approaches his difficult , endless work with remarkable serenity and discipline . "
0,the paranoid claustrophobia 
1,'s a sharp movie about otherwise dull subjects 
0,loses its ability to shock and amaze 
1,heartening 
1,"are simply dazzling , particularly balk , who 's finally been given a part worthy of her considerable talents . "
0,only surprise 
0,clichés and sneering humor 
1,should share screenwriting credit 
1,more dimensional and complex than its sunny disposition 
1,"the art direction is often exquisite , "
1,engrossing and infectiously enthusiastic 
0,seen to better advantage on cable 
0,is so often less than the sum of its parts in today 's hollywood 
1,"kids five and up will be delighted with the fast , funny , and even touching story . "
1,terrific 
0,to skip the film and pick up the soundtrack 
0,"dumb gags , anatomical humor , or character cliches "
0,cast in impossibly contrived situations 
1,boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival 
0,", the new film is a subzero version of monsters , inc. , without the latter 's imagination , visual charm or texture . "
1,an eye-boggling blend 
0,emotional seesawing 
1,a really strong second effort 
0,hideously and clumsily 
0,seems like something american and european gay movies were doing 20 years ago . 
0,without a glimmer of intelligence or invention 
1,"there are also some startling , surrealistic moments "
1,it should be done cinematically 
1,'s apparent that this is one summer film that satisfies 
0,terrible . 
1,she gets to fulfill her dreams 
1,straight-ahead 
0,hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss 
1,an amazing slapstick instrument 
0,gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek 
1,"does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . "
1,believable and heart-wrenching 
1,", wendigo , larry fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films . "
0,"ritchie 's film is easier to swallow than wertmuller 's polemical allegory , but it 's self-defeatingly decorous . "
0,"too fancy , not too filling "
0,sordid and disgusting 
1,the rarest kinds of films 
1,"a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search "
0,your senses are as mushy as peas 
0,"some serious re-working to show more of the dilemma , rather than have his characters stage shouting "
1,i spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort . 
0,is it a comedy ? 
1,that the theme does n't drag an audience down 
1,fascinating and playful 
1,with humorous observations about the general absurdity of modern life 
0,on the awkward interplay and utter lack of chemistry between chan and hewitt 
0,can render it anything but laughable 
0,a whole heap 
0,it wears its heart on the sleeve of its gaudy hawaiian shirt . 
0,"sucks , but "
0,"be forewarned , if you 're depressed about anything before watching this film "
1,kids will love its fantasy and adventure 
1,enjoyment to be had from films crammed with movie references 
0,", here comes the first lousy guy ritchie imitation . "
1,draws us in 
1,so many explosions 
0,makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work 
0,chelsea walls is a case of too many chefs fussing over too weak a recipe . 
1,the gorgeous locales and exceptional lead performances 
0,the working out of the plot almost arbitrary 
1,long overdue 
1,particularly original 
1,... olivier assayas has fashioned an absorbing look at provincial bourgeois french society . 
0,sticky and unsatisfied 
1,is actually 
1,"flawless film , "
1,"a vivid , thoughtful , unapologetically raw coming-of-age tale "
1,leaps over national boundaries and celebrates universal human nature 
1,"the case is a convincing one , and should give anyone with a conscience reason to pause . "
1,gets its greatest play from the timeless spectacle of people really talking to each other . 
1,metaphor 
1,with us 
0,'s already a joke in the united states . 
1,"all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate "
1,"complex , "
0,the histrionics reach a truly annoying pitch 
1,"a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life "
1,"a swashbuckling tale of love , betrayal , revenge and above all , faith . "
1,recognizes the needs of moviegoers for real characters and compelling plots 
1,achingly honest 
1,set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock . 
1,with love for the movies of the 1960s 
1,"but though he only scratches the surface , at least he provides a strong itch to explore more . "
1,the lion king 
1,time is a beautiful film to watch 
1,is nothing to sneeze at these days 
0,standard thriller and drag audience enthusiasm to crush depth 
0,eight legged freaks ? 
1,"the best thing about the movie is its personable , amusing cast . "
1,"after seeing ` analyze that , ' i feel better already . "
0,"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad "
0,rambles 
1,feel good about themselves 
0,it 's almost worth seeing because it 's so bad 
0,"for a movie that tries to be smart , it 's kinda dumb . "
0,"it looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such "
1,infuses the film 
1,a charge of genuine excitement 
1,"graphic sex may be what 's attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake . "
0,"stale , "
0,"it 's still tainted by cliches , painful improbability and murky points . "
0,does the field no favors 
1,were far more entertaining than i had expected 
0,sad to say 
0,"some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone "
1,of an impression 
0,any way of gripping what its point is 
0,"is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness "
1,well worth revisiting as many times as possible 
1,killer soundtrack 
0,... pray does n't have a passion for the material . 
0,the film 's tone and pacing are off almost from the get-go . 
0,filmed directly from a television monitor 
1,"it 's hard to quibble with a flick boasting this many genuine cackles , but notorious c.h.o. still feels like a promising work-in-progress "
0,"it 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . "
0,for lameness 
1,about the human need for monsters to blame for all that 
1,best performance 
1,a clever 
0,seen it all before 
0,aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor stephen rea 
1,the talents of his top-notch creative team 
1,that likely 
1,"is a dazzling , remarkably unpretentious reminder of what ( evans ) had , lost , and got back "
0,of the lightweight female empowerment 
0,serious critique 
0,would 've worked a lot better had it been a short film 
0,much of the cast is stiff or just plain bad . 
0,"of hard-bitten , cynical journalists "
0,of flatly 
0,none of the happily-ever 
1,humor and heart and 
0,"frequently veers into corny sentimentality , probably "
1,amaze 
1,of good actors 
0,run-of-the-mill singles blender 
1,gives an intriguing twist to the french coming-of-age genre . 
1,brings the proper conviction to his role as ( jason bourne ) . 
0,"the script 's judgment and sense of weight is way , way off . "
1,bring new energy to the familiar topic of office politics 
1,are so believable that you feel what they feel 
0,a rehash of every gangster movie 
0,"as bad as you think , and worse than you can imagine "
0,", this quirky soccer import is forgettable "
1,spicy footnote 
1,"on the whole , you 're gon na like this movie . "
1,has a solid emotional impact . 
1,home 
1,crisp and purposeful without overdoing it 
1,constantly pulling the rug from underneath us 
1,the best movies 
1,with first love sweetly 
1,craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters . 
1,"eventually gets around to its real emotional business , striking deep chords of sadness . "
1,colorful look 
1,"bright , intelligent , and humanly funny film . "
1,go unnoticed and underappreciated 
0,"` moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . ' "
0,"into a pulpy concept that , in many other hands would be completely forgettable "
1,of the unsung heroes of 20th century 
1,"gives give a solid , anguished performance that eclipses nearly everything else she 's ever done "
0,does n't come much lower . 
1,"goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but "
0,same old bad trip 
1,'s coherent 
0,ego-destroying 
0,'s not very well shot or composed or edited 
0,"a tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with . "
1,calls attention to a problem hollywood too long has ignored 
0,be disappointed in the relative modesty of a movie that sports a ` topless tutorial service 
0,"in telling the story , which is paper-thin and decidedly unoriginal "
0,once again ego does n't always go hand in hand with talent 
1,has a whip-smart sense of narrative bluffs 
1,welsh whimsy 
0,a sham 
0,", why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ? "
1,witty and sophisticated 
1,enjoy this movie 
1,"( no more racist portraits of indians , for instance ) "
1,in the ease with which it integrates thoughtfulness and pasta-fagioli comedy 
1,"s1m0ne 's satire is not subtle , but it is effective . "
0,through kafka 's meat grinder 
0,its own pretentious self-examination 
0,", unimaginative and derivative "
0,the finished product 's unshapely look 
1,allows each character to confront their problems openly and honestly . 
0,"a superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : everyone has shown up at the appointed time and place , "
1,make it an above-average thriller . 
1,hollywood romance 
0,"the overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors . "
0,seem weird and distanced 
0,"being subjected to farts , urine , feces , semen , or any of the other foul substances "
1,will probably 
1,the rare sequel 
1,that rare movie that works on any number of levels -- as 
1,one of the best 
0,is more of an ordeal than an amusement 
0,a milquetoast movie 
1,funny moment 
0,"rushed , slapdash , sequel-for-the-sake "
0,"the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes "
1,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . "
1,is not easily forgotten 
1,is ok for a movie to be something of a sitcom apparatus 
0,a rambling ensemble piece with loosely connected characters and plots that never quite gel 
1,the grandkids or the grandparents 
0,soon becomes a questionable kind of inexcusable dumb innocence 
0,a hokey piece 
0,grossest 
1,", not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing . "
0,'s no energy 
1,a work of extraordinary journalism 
0,the movie is a disaster . 
1,measured against practically any like-themed film other than its oscar-sweeping franchise predecessor 
0,plotting and mindless 
0,self-indulgent and maddening 
1,amused with its low groan-to-guffaw ratio 
1,"is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients "
1,'s so simple and precise that anything discordant would topple the balance 
1,is a monumental achievement 
1,each other against all odds 
1,could relish 
1,"an inventive , absorbing movie that 's as hard to classify as it is hard to resist "
1,"would be hard-pressed to find a movie with a bigger , fatter heart than barbershop "
1,the most brilliant and brutal uk crime film since jack carter 
0,if i could have looked into my future and saw how bad this movie was 
0,... the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material . 
0,will be upstaged by an avalanche of more appealing holiday-season product 
0,precarious 
0,this remake of lina wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero 
0,"maybe there 's a metaphor here , but figuring it out would n't make trouble every day any better . "
1,wall-to-wall good time 
1,"about cleverness , wit or any other kind of intelligent humor "
1,earnest homage 
0,into a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell 
1,"color and depth , and "
0,will probably never achieve the popularity of my big fat greek wedding 
1,"is funny , touching , smart and complicated "
0,slapdash disaster . 
0,no clear-cut hero and no all-out villain 
1,into forced fuzziness 
0,the corpse count ultimately overrides what little we learn along the way about vicarious redemption . 
1,to savor binoche 's skill 
0,with the weak payoff 
1,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . 
0,zzzzzzzzz 
1,warm your heart without making you feel guilty about it 
1,"to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us "
0,have failed 
0,"just a simple fable done in an artless sytle , "
1,all the more compelling 
0,"instead of hiding pinocchio from critics , miramax should have hidden it from everyone . "
1,great submarine stories 
0,a rude black comedy about the catalytic effect a holy fool 
1,attractive 
1,who might otherwise go unnoticed and underappreciated by music fans 
0,for violence 
0,ungainly 
1,"intelligent , well-made b movie "
0,the only thing to fear about `` fear dot com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film . 
1,the simple fact 
1,it marks him as one of the most interesting writer/directors working today . 
0,did n't mean much to me and played too skewed to ever get a hold on 
1,dashing and absorbing 
0,"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial . "
0,techno-tripe 
1,the film was better than saving private ryan 
0,brought me uncomfortably close to losing my lunch . 
0,are uncomfortably strained 
0,"green ruins every single scene he 's in , and "
0,"yes , dull . "
1,precise 
0,indoors in formal settings with motionless characters 
1,"with morph , a cute alien creature who mimics everyone and everything around "
1,"female friendship , "
1,gradually accumulates more layers 
1,films that leaps over national boundaries and celebrates universal human nature 
1,"there 's ) quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin . "
1,the acting is fine but 
1,"a real winner -- smart , funny , subtle , and resonant . "
1,of eager fans 
0,"but disintegrates into a dreary , humorless soap opera "
1,the kind of primal storytelling that george lucas can only dream of 
1,", and beautifully shot "
1,the sexy razzle-dazzle 
1,most refreshing 
1,quick-witted than any english lit 
0,has little insight into the historical period and its artists 
0,does n't overcome the tumult of maudlin tragedy . 
0,"it 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 . "
1,the plot ` surprises ' 
1,messenger 
0,"it is very difficult to care about the character , and that is the central flaw of the film . "
1,is nothing short of refreshing 
1,at the end that extravagantly redeems it 
1,it 's definitely a step in the right direction . 
0,"could have been crisper and punchier , "
0,contradiction 
0,in bad need of major acting lessons and maybe a little coffee 
0,relegated to a dark video store corner 
0,"horrifyingly , ever "
1,the soul of a man in pain who gradually comes to recognize it and deal with it 
1,"is all about a wild-and-woolly , wall-to-wall good time . "
0,is as conventional as can be 
1,fun-loving libertine 
0,gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 - hour running time 
0,", showtime eventually folds under its own thinness . "
1,stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters . 
0,embarrassment and others 
0,", almost generic "
0,a fleeting grasp 
1,is somewhat problematic 
1,wit to keep parents away from the concession stand 
0,struggling nobody 
0,"the movie has a script ( by paul pender ) made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions "
0,"make you feel that you never want to see another car chase , explosion or gunfight again "
1,a risky venture that never quite goes where you expect and often surprises you with unexpected comedy 
0,intended for the home video market 
1,"into a rustic , realistic , and altogether creepy tale of hidden invasion "
0,uselessly redundant and 
0,mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline . 
0,the only reason 
1,it 's refreshing that someone understands the need for the bad boy 
1,wonderfully creepy mood 
0,"offensive , puerile and unimaginatively foul-mouthed "
0,'s superficial and unrealized 
1,as you would expect from the directors of the little mermaid and aladdin 
0,awfully hard 
0,should pay reparations to viewers 
1,"`` blue crush '' is the phenomenal , water-born cinematography by david hennings "
1,more timely in its despairing vision of corruption 
1,"fun and funny in the middle , though somewhat less "
1,appropriately 
1,unique and entertaining 
0,do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes 
1,all-around good time 
1,"is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema . "
1,intriguing and alluring premise 
0,in tatters 
0,a chiller resolutely without chills . 
1,"present an unflinching look at one man 's downfall , brought about by his lack of self-awareness "
0,saw worse stunt editing or cheaper action movie production values than in extreme ops 
0,towards child abuse 
1,"a completely spooky piece of business that gets under your skin and , some plot blips aside , "
0,"indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens "
1,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing . 
0,"lots of boring talking heads , etc . "
1,just the labor involved in creating the layered richness of the imagery in this chiaroscuro of madness and light 
1,to the storytelling instincts of a slightly more literate filmgoing audience 
0,"no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half . "
1,higher 
1,'s a glorious spectacle like those d.w. griffith made in the early days of silent film . 
0,", there remains a huge gap between the film 's creepy "
0,dramatic nor 
0,tacky and reprehensible 
1,"a skillfully assembled , highly polished and professional adaptation "
1,"immensely ambitious , "
1,old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion 
1,glorious spectacle 
1,... broad streaks of common sense emerge with unimpeachable clarity . 
1,compelling enough 
1,"with terrific computer graphics , inventive action sequences and a droll sense of humor "
